#node1	node2
P49862	P49913
406933	P45985
P28908	P41182
P17301	Q9HBI1
O43914	O95944
O00267	Q12789
O95967	P29972
P18146	Q96A47
P04626	P23467
P32121	Q8NH59
Q9P2W3	Q9UBS5
P29372	P54725
P14635	P53350
O15389	P29350
O00459	Q13191
O00329	O15530
P07437	Q9HCK5
P04035	P54619
P08123	P43694
P17947	Q08722
P40763	P52294
B5ME96	P31994
P28221	P62879
P16234	Q15147
Q07325	Q99873
P35222	P51636
P01116	P14324
P10586	P12757
P16104	Q8NBJ7
O43320	P10721
Q5VVX9	Q9H4P4
O43566	P63096
Q9H1A4	Q9NZH5
P36957	P62993
Q01844	Q96CB9
O95782	P05787
P27361	Q15796
P67775	Q92736
Q03164	Q96Q27
P25788	P54259
P62834	Q86WV1
P36894	P43026
P62306	Q13243
P51665	Q06323
P10589	P41235
P51398	Q13158
A6NIT4	Q9HC73
O15519	P19838
P09693	Q8WYR1
P40227	Q99459
Q8TBB1	Q9P209
P42229	P67775
P10827	P19793
Q07890	Q96L33
P10586	P98077
P04049	Q04759
P20671	Q99880
Q01344	Q06945
P61586	Q8N1I0
P62987	Q86VN1
P08311	P21281
Q16629	Q8IYB3
P22392	Q12972
O00212	Q96QB1
Q13535	Q15596
P17302	Q13509
P13725	Q8N6P7
P62191	Q06323
P53708	Q9NVD7
P41222	P52789
P35225	Q8IU57
Q04917	Q7L576
Q15796	Q9H4E5
P26715	P30466
O00459	Q7L0Q8
O94826	P01106
P46734	Q16584
O00463	Q93009
P06213	P35222
P13637	Q96EB6
P62140	Q02156
P51817	Q15361
P33993	Q14566
O43353	P60900
P02768	P06727
Q14164	Q9UM54
Q07890	Q13164
P19388	P24928
P29353	P35968
Q15796	Q9HCE7
P03905	P25054
P25398	P35544
P33993	Q9UFF9
Q93034	Q9H672
407024	Q9UBC3
P05107	Q12929
O43320	P08069
P04626	P15498
P51991	Q12986
P61204	Q9UJY4
P15248	P24394
P16220	P22694
P33076	Q02556
Q13535	Q86TP1
Q9NS69	Q9P0U1
P03897	P03923
P51955	Q13042
P13010	P22415
Q86YM7	Q92569
Q02878	Q13352
O94817	Q01804
O43251	Q07666
P31943	P50616
Q13617	Q9C0D3
P51817	P63027
O14640	Q9Y4D1
Q08AD1	Q15843
Q14164	Q3MHD2
P05000	P14784
P29460	P32927
P19235	P23467
O95405	P46379
P35232	Q01094
P16152	P30504
P22090	P62244
P45973	Q9BWN1
O96017	Q9Y3F4
Q09472	Q92466
O43502	P51587
406906	P51608
P10415	Q13526
O60262	P48051
407053	Q8NFW9
P00488	P05160
P18146	P42785
Q04206	Q9Y6Q6
P04406	Q14469
P00533	P11279
P12270	Q99459
O43741	P13569
P62829	Q9P287
P01106	Q9H9P8
Q14161	Q9NR80
P30154	Q7Z3S7
P08238	Q86UA6
O95819	Q13315
Q05516	Q15834
P01889	P21796
P53778	Q96RT1
P48426	Q13464
P13501	P51685
P51955	Q9H254
P51681	Q9BTT4
P04114	P08107
P14416	Q13362
P08590	P12883
Q14118	Q16363
Q15560	Q99962
O75800	Q6UWE0
Q13485	Q15329
P04899	P49238
P15927	P27694
P05106	P21815
P46734	Q16539
Q9UL18	Q9Y3B4
Q5UE93	Q7LC44
P29350	Q99665
P31689	Q9H9G7
P55789	Q99627
P15882	Q07889
O60477	P43360
P18146	P33151
Q96EZ8	Q9Y5K5
Q96FZ7	Q9BRG1
P28482	Q13362
P48736	Q05513
Q8ND04	Q9Y5S9
O15467	P25024
Q16630	Q99504
P38159	Q15365
P35580	Q01449
P22105	Q13683
O14983	P20333
P62837	Q969V5
O75716	P49247
P18146	Q16649
Q7L0Q8	Q9P286
Q9P258	Q9Y478
O43306	Q9UK08
P10914	Q13263
P08107	Q9UBS4
P68431	Q9NR48
P08151	P51817
O60739	Q8TEW0
P49366	Q6ZVK8
P61218	Q9NX70
P19838	P22694
Q8NEU8	Q92870
P24385	Q16576
P05198	P78344
O43586	Q05209
Q16816	Q8TD86
407040	P78504
P18146	Q86UU0
P01909	P01920
Q13813	Q9Y237
P17706	P51692
P05455	Q92956
P23508	Q96GG9
O14920	P60709
P38936	Q13263
O75369	P63000
P19174	Q13507
O60674	P09919
O14495	P08648
P01567	Q8IU57
P09429	Q01831
Q13094	Q15464
O75478	P01106
P02452	P18084
O43251	P17844
P27701	Q99567
Q15008	Q5VTR2
P17612	Q01668
P22612	Q32MK0
O00590	P13501
O14905	Q6FHJ7
P17535	P56279
P10275	P42575
P26992	Q9NPH9
P05186	Q13114
Q96PY6	Q9GZX5
P61513	Q9UL18
O43663	P23025
A0JLT2	O00571
O95832	Q8N7P3
P01111	Q7Z569
P26006	Q14192
O75469	P19793
Q13620	Q2TAY7
O94762	P62487
O75928	P10276
P05198	P60228
P60709	P62277
Q16543	Q9BQI3
O15145	P25025
407014	O43521
P08670	Q9P2H0
O60739	P42771
O75971	Q13287
O00206	P00533
P63104	Q04917
P03928	Q9Y4G8
406933	Q9Y2I8
Q14164	Q9BXJ9
O95602	Q9NYV6
P05106	Q15147
Q04637	Q96DI7
P23508	Q9NYU2
Q13077	Q9BYM8
406958	P13631
A6NM45	Q8N7P3
P21580	Q15025
O95619	Q9NPF5
P68036	Q7Z419
O95405	P14923
P01563	P10912
P07900	P19525
P36575	Q93091
P49841	Q13239
Q96KK5	Q9UBN7
P23588	P55884
P32246	Q99731
P32121	Q8NG95
O94762	Q92878
P48059	Q15831
Q92624	Q92824
Q02930	Q03060
O43390	Q99873
P13501	P41597
Q9UN86	Q9Y6E0
P10721	P42338
P43364	Q8N490
P06493	Q00597
O14610	Q01668
494336	P11362
P04899	P35498
P52926	Q04206
P13224	Q92569
P49682	Q9Y258
P42575	Q9NR28
P56750	P57739
Q12834	Q9Y2Z4
P49720	P49721
O14936	P04406
P35225	Q14627
P32121	P51684
O95361	Q15047
P01133	P36542
P05106	P19174
P55795	Q15637
P52434	Q14164
P60842	Q14240
O00308	Q16630
P35225	Q15717
P09544	P51654
P08588	Q96D09
O60508	P51991
O95402	P62875
P01889	P31689
P06213	Q15262
P62314	Q92993
P01241	P30084
P21673	Q9BWH2
Q15052	Q9Y2X7
P08670	Q99961
P54257	Q9UFN0
P24071	Q9UKJ1
P51817	Q9UKL4
O95786	Q86WV6
P51617	Q9Y4K3
O43566	P09471
P03897	P03915
Q5VVX9	Q86YT6
O95619	Q9UBU8
Q99062	Q9GZX6
P30154	Q00653
P56915	Q15796
P68371	Q9HCK5
P0CG47	P20333
P16298	Q53ET0
P21802	Q96B97
O00213	P00519
Q9UL18	Q9UPY3
Q07890	Q14247
O95759	P49755
P16619	P25025
P78537	Q6QNY0
P62899	P83881
P08107	Q9Y4G8
P62266	Q9UL18
P06400	Q8WUI4
P42680	Q13094
P36508	Q15797
A7E2Y1	P61586
P07196	P62826
P60709	Q96A32
Q04206	Q92985
Q13049	Q9UMX0
P02766	P68104
P49703	Q92597
P15509	P26441
Q13885	Q96NA2
B1AK53	Q9UKN7
P68431	Q13619
P29317	Q9NP95
P30291	P61981
P05387	P05388
574457	Q92908
P07333	Q9H334
P54646	Q9NP71
O43353	P63261
P11465	Q13485
Q15562	Q9GZV5
P46527	P49815
O43482	P15056
P84077	Q9ULH1
P21675	Q15542
P01106	Q8N8A6
P07359	P14770
P11387	Q9Y6K5
Q06546	Q9UBK2
P09211	Q12933
O77932	Q92993
P35222	Q15717
P05106	Q13683
Q96CS2	Q9H211
P06400	Q92543
Q9BUJ2	Q9Y3C6
Q53G59	Q9H204
Q13418	Q5JVF3
O75762	Q02156
Q15102	Q9Y4G2
P27695	Q14203
P33993	P60520
O43182	P01106
Q13200	Q9Y297
P02768	Q9P0X4
Q9H3D4	Q9UPW6
P07333	P46109
P19438	P19838
P24941	Q9UJX4
O14733	Q9P2K8
P27361	Q9BX93
Q96DB2	Q96KK5
P62277	Q00653
O60671	Q99638
P30480	Q9Y678
Q12805	Q16610
P53539	P84022
P16333	P47928
P35573	P84022
Q12905	Q13573
O75084	Q9Y6F9
P03372	Q15717
P52701	Q9NWA0
P27986	P51398
O95467	P13945
Q4KWH8	Q9ULU4
P09651	P61978
P62745	Q9BZ29
P12931	P84996
P20151	P30411
O75971	Q16520
Q14790	Q9UNN5
P00813	P16220
P62191	Q00653
Q13573	Q15466
P48357	P52333
P60709	P60763
P12004	P49459
Q9HCE7	Q9NQ69
Q92466	Q9HAW4
Q99459	Q9H939
Q96JB5	Q9Y5M8
O60825	P27348
O95685	O96017
Q13535	Q9NQ88
P19876	P51681
P16520	Q9NQ66
Q14186	Q99856
P62316	Q9UJM3
P13987	Q6WCQ1
P26441	Q6UXL0
P31930	Q9NQC3
P23508	Q96QK1
O60739	P61158
P00747	P08697
P25791	Q02556
P0CG48	Q92547
P27361	Q02930
Q93033	Q9UHX1
P01871	P40259
P41743	Q8ND90
P10412	Q13185
O15116	P28062
P02786	P63104
O15511	P12830
Q16526	Q99743
P58062	P82930
P63104	Q9BYG5
Q93097	Q96HF1
P24071	Q8IYS5
P84103	Q00839
O75676	Q99459
P57103	Q13237
P52926	Q13315
P23508	P61289
P07948	P56945
O43914	Q9NP99
P51654	P56706
P24394	P29460
P07333	P49767
O60684	Q9NYR8
O14920	Q9UBT7
P46379	P51864
Q99459	Q9NUU7
P48059	Q9UHF1
P55210	Q01094
Q9NVW2	Q9Y2X8
O14640	Q9NYF0
O43298	Q8TBB1
P15502	P17931
Q9UNM6	Q9Y5K5
P14317	P37802
P12956	Q09028
Q03519	Q9Y3C7
P04637	P12429
Q13145	Q9ULV1
P09917	Q14019
P08123	P18084
P58876	Q16777
P08631	P40189
Q92765	Q9UKW6
P54725	P55036
P31946	Q16890
P0C869	P28482
Q92993	Q9BQD7
O60716	P63000
P04637	P30419
Q06587	Q969T4
Q13243	Q8IWZ8
P16104	Q92993
Q9C086	Q9H981
P14151	Q12778
P52272	Q92973
P15408	P17275
Q07890	Q92730
Q07812	Q14249
P43034	Q9GZM8
O00574	P02778
P04049	P10275
442920	P00519
P28749	P38936
P01236	P17181
P23458	Q99665
P62256	P78317
Q13435	Q9UL18
P02775	Q9NRL3
P07949	P29353
P36405	Q8WZ55
Q99689	Q9P2H0
P10145	Q04206
P17612	Q16816
B1A4H9	P38484
O15357	P00519
Q8WUW1	Q9Y3A3
P49841	P99999
P07437	P17844
P28340	Q99459
P02741	P49716
P36897	P84095
Q07699	Q13557
O14777	Q14203
P18146	Q15072
P01242	Q13651
P17844	Q99558
Q15047	Q99624
Q15788	Q9NZV5
P32121	Q8NGW6
P01889	P40939
P18754	Q9Y600
O00422	Q9H307
Q13315	Q9Y4H2
P55055	Q9UKR5
P36575	Q14749
O00267	Q9P2H0
P55160	Q9NYB9
Q6SA08	Q9HAU4
O60925	P10645
P29622	Q16659
P51572	Q9UKE5
P61978	P98179
P63208	Q9Y2K7
Q04323	Q9HCE7
P48443	Q6UWE0
Q09472	Q9NQB0
O95197	O95872
P60510	Q9BWH6
P14416	Q14738
P54289	P67775
P17612	P19429
P10914	P13501
P08648	P35443
O95865	Q15418
Q16643	Q99759
P43250	P61073
O95630	P62993
P22301	P26992
Q99798	Q9H5Z1
P01024	P11215
P01106	P84077
P62877	Q13309
P38936	Q09028
P52198	Q96QB1
P06493	P10244
Q9NYF0	Q9ULK5
O75448	Q15796
P51636	Q14789
P25445	P63165
O60512	Q15527
Q14643	Q9P212
P22676	P68366
P84022	Q9HCK8
Q15149	Q6WCQ1
O75925	P10071
P02452	Q8IU80
P61106	Q6XUX3
P17980	Q99814
Q6SZW1	Q96A33
P35354	P56524
P22694	P59768
P60709	Q9C086
P02787	P21817
P33991	Q6IE81
O15111	O75688
P55795	Q01130
O95251	Q6IE81
P23258	Q9NYZ3
P27816	Q13424
Q9NTJ5	Q9Y678
O14818	P55036
P01106	Q71F56
P63167	Q9UBS3
P15735	Q9H7J1
P38405	Q8NH67
P18146	Q16850
P49427	Q9P0S9
P01106	Q9NVU0
P00533	P55060
Q10586	Q10587
P02786	P23508
O00212	Q07890
P55854	Q9HCK8
Q9H6Y2	Q9P2G9
O95835	P46937
P62266	P62857
P61586	Q9BRR9
P09619	P27449
Q9Y3B3	Q9Y616
Q06190	Q96Q15
O95467	P63215
O75489	P28331
P23467	P42680
P06241	Q13761
O95347	P19532
P42771	P63279
P63211	Q9UBS5
Q14686	Q92731
Q00169	Q15014
P04156	P10809
A6NDL8	P32121
P24385	P50613
P06241	Q14118
P05015	Q08334
P25098	Q14832
Q12933	Q6ZVK8
P00519	P49450
O43707	Q9UKX5
O60925	Q9BT40
P08238	Q9Y572
P38398	Q9Y4A5
P01106	Q9ULV8
P0C0S5	Q7Z2G1
P05067	Q03135
P01241	P62280
P14678	Q15477
P01112	Q96PV0
P12270	Q8N1F7
Q96A65	Q9UHD2
P11362	P49765
P63104	Q69YN4
Q13200	Q5VTR2
P84243	Q9NVP2
P00533	P05771
P16871	P52907
406948	P24385
Q13485	Q96PN8
P20823	Q16629
P61586	Q8N392
P63000	Q16584
Q15323	Q9NX58
P59998	Q9Y6W5
P17028	Q15697
P01112	Q13557
O43439	Q9Y2D9
P02730	Q14191
P10914	P14316
O00182	P35222
P62993	P68032
P35626	Q8NGK0
O00327	P23025
P38405	Q8NGD1
P12004	Q9NW38
P46781	P62249
P07437	Q15653
Q7Z4H7	Q86UT6
P05230	Q02763
Q8NB91	Q9NPI8
Q14511	Q15797
P12931	P20702
P49841	Q9HBH7
P42345	Q13131
P03891	Q86Y39
P17252	P42345
P45984	P51817
Q13554	Q13698
Q05195	Q15744
P0CG48	Q9UPV0
O00232	Q15008
P01106	Q8N442
P10912	Q9NYY1
Q15714	Q9UNF1
P01112	P42336
P01570	P23458
P09914	P52630
O15379	Q99877
Q7LDG7	Q9UP65
Q92851	Q9UNN5
O14733	Q9UQF2
P31947	Q96B36
P01106	Q99684
Q13485	Q9UJU2
O43747	Q15276
Q96AQ9	Q96EY1
O95822	P54619
P15923	Q06455
Q9HCK4	Q9Y6N7
Q9NVU0	Q9Y250
O15264	P23526
P36954	P62875
Q04724	Q9Y261
O75529	Q99459
P36542	Q9Y3M9
Q13315	Q96Q83
P18206	P60660
P10644	Q9H8W4
P35244	Q9Y6F1
P35326	Q9P2S5
P23458	P29353
P62917	Q9UKV8
P19419	Q02535
P11802	P49736
Q13568	Q99836
P19793	P35637
O43463	Q16254
406988	O15357
O15516	P19793
P22694	Q02750
P32121	Q8NH49
O43809	Q9H4B6
Q01130	Q13247
P13807	Q9H7J1
O15479	Q9UJX6
P40937	Q7L5N1
P09038	P11362
P62873	Q08462
P04899	Q9BXC0
Q07955	Q13247
P10242	P23771
P13612	P57087
P25440	P68133
P08572	P18564
P63261	Q9UKX5
Q12906	Q15717
Q8WWF5	Q96B02
O14543	P30530
O14610	P35462
P05387	P18621
P05112	Q9UHF4
P31749	P43403
O75937	P38159
O75306	Q92956
O95477	Q9NZN5
P55854	Q2NL82
P52803	Q9UF33
P62136	Q8WXS5
O43390	O95433
P53708	Q14315
P05305	P46379
P02461	P18564
Q03518	Q15788
P05386	P05387
P51991	Q05519
O75528	Q16514
Q13467	Q9H1J7
P25205	P42224
P49736	Q92794
Q01668	Q09428
Q14966	Q96EK5
P54132	P54274
P17676	P84022
P18146	Q13207
Q13164	Q9HBH9
Q96B36	Q9Y478
P12931	Q14247
P19474	Q14653
P32856	P63027
O43432	Q09161
P0CG47	P41226
Q04724	Q9UGL9
O94941	P51965
P36578	P62750
P62745	P85298
Q01081	Q15366
Q9NRX3	Q9Y383
P01106	Q00653
P01112	Q13129
407015	Q15910
A8TX70	P05106
P62807	Q14164
P80098	Q08117
O00459	P17301
O00182	P17931
P43220	Q5JWF2
Q96ST3	Q9Y6D9
P26641	Q96EP1
O94817	P15104
Q15154	Q9NYB9
Q13315	Q6ZU65
O95696	P33993
P84095	Q8IVF5
Q13952	Q6IQ32
P40763	Q15788
P38936	Q5T3J3
P35626	Q9GZM6
O95167	O96000
Q13889	Q6ZYL4
P21941	P48436
O95819	Q2KJY2
5512	P62136
Q07889	Q9GZY6
Q06190	Q9Y243
P12236	Q9Y277
P05023	Q8WYR1
Q04323	Q9NVP2
P02751	P17931
P0CG48	P49427
P17947	P35637
Q01094	Q92466
P62837	Q6UWE0
P38646	Q9HCS7
P29350	Q9Y6R4
P23508	Q9Y3B4
O95398	P10301
P11171	P49458
P15391	Q13315
P19419	P28324
P43364	Q96LM6
O15379	O75533
P11802	Q05516
Q14590	Q9H9J2
P05141	P13489
O95167	P03915
P18754	Q9H6Z4
Q16787	Q7L1I2
P49116	Q9UQF2
O75030	Q02962
P49368	Q9NX70
O75688	P06396
P01889	P15311
P61586	Q07960
O75665	Q96AW1
P01571	Q969J5
Q8NEC5	Q99750
Q53G59	Q9NRT5
P17252	Q99941
O95433	P55157
P05023	P22612
Q99880	Q9BTM1
Q969T4	Q96BH1
O00329	P05107
P07900	P43403
P27986	P42768
Q15008	Q6UB35
P54259	Q9H2X0
P16104	Q5QNW6
Q8NC60	Q9UMX3
Q07889	Q96B97
Q06587	Q9BQ52
P15172	P55036
P27986	Q9H5I1
O75832	P62333
O95782	P35659
O00267	P16104
P35544	P62273
P27448	Q92527
Q13868	Q15024
P05129	P62879
O43318	O75478
Q9HBE5	Q9ULV8
O14908	P31431
407007	P01100
P07437	Q6R327
P22087	Q9NY93
P49715	P49716
P07225	P41235
P10144	Q9H853
P04183	P19883
P12956	P20366
P62837	Q9Y297
O95886	P27986
P55210	P98170
P14784	P22681
O43663	Q15653
407007	P46527
P20783	Q16288
Q969T4	Q9HCM9
P46776	P83881
Q00005	Q9Y3T6
P29459	Q14213
P30519	Q16891
P05362	P16885
P54253	Q9Y2K5
P43681	P67870
Q9UHF4	Q9ULV8
P25963	Q71UM5
O00292	Q96S42
P62316	Q8TBK6
P00533	Q05655
Q13616	Q7L5N1
P38405	Q6IFG1
P20333	Q9BYX7
406952	P40763
P23471	P42768
P07437	Q969W0
Q5VVX9	Q9C019
P52565	P84095
P12236	Q13233
P16104	Q9UL16
P04626	Q9H299
O60934	P83916
Q13573	Q86VH2
O75937	P51991
P30480	P60660
O00141	Q13435
O75197	Q9Y6F9
P01112	P45983
P78537	Q01658
P49798	P63096
O00429	Q13573
Q01094	Q13888
Q07889	Q9UJF2
A0JLT2	O43513
P61968	Q8WW01
P03372	Q15788
P62854	P98175
P00533	P31749
P20226	P55317
P60709	Q14103
P30480	Q13200
P05015	P15260
O95267	Q86WV1
Q15843	Q93034
P20073	P51668
O00744	O75084
P27797	P78504
P31942	Q92841
Q8IY92	Q9NSD9
P23396	P62854
P62993	Q13045
O15211	Q07889
P05013	P78552
Q5VTR2	Q9BRP4
Q09472	Q16548
Q96AV8	Q9Y265
P53778	Q99956
P11831	P43694
P62140	Q02930
Q504Q3	Q58A45
O14654	P60510
O43390	Q8IX12
P56748	Q9Y5I7
P06241	P32239
Q96HC4	Q9UM73
P21333	Q15399
P17844	Q13547
Q9NPA3	Q9UMX1
Q14147	Q14181
P01889	P60660
O15198	Q9H871
494324	P46937
P84996	Q9UK08
P31483	Q14103
Q92908	Q9Y2Y9
O00221	P41182
407007	P04179
P51617	Q9H1C4
P52565	Q16659
P09919	P17947
P08069	P46108
O75390	Q9Y4K3
O15131	Q9NYR8
P12956	Q71F23
P23508	Q9NR31
Q9NPG1	Q9NQ66
Q16777	Q93079
Q3ZCQ8	Q9BRX2
P54289	Q15172
Q00653	Q9BUF5
P30260	Q9NYD6
O75084	P56703
P23025	Q9UPV0
Q07889	Q13813
P61587	Q07890
P06241	Q13283
Q76FK4	Q9Y221
P31947	Q08AE8
Q14526	Q9NQB0
P49840	P61981
Q96HA1	Q99567
P08670	Q9NRH1
P62136	Q9H175
Q14738	Q9UPR3
P10275	Q9ULJ6
O43766	P12980
P27348	Q9NRI5
P10321	P43628
Q92934	Q9HD36
P08123	P16144
P12931	Q07960
O43255	Q9H2X6
O43707	P18084
P19174	Q8WV28
P14324	Q9HCD5
A6NIT4	P19235
Q6WKZ4	Q9H4M9
Q96J02	Q9Y5X1
Q9BV86	Q9Y2L1
O15533	P04439
Q8N257	Q99878
P52948	Q12769
Q969Q1	Q96RP9
Q02790	Q9Y572
P0CAP1	Q13574
P35658	Q8TEM1
Q02763	Q9NRA1
O14640	Q13485
P61224	Q13905
Q15528	Q9NX70
O14908	P11274
P16333	P78329
P46108	Q13087
O95433	P43699
P45985	Q99459
P50990	Q99759
P55795	Q07955
P35637	Q9NX58
P33991	P53350
P29692	Q9H1I8
O43680	P51693
P35626	Q8NH56
P19838	Q05639
P12236	Q15796
P05129	P05556
O75970	P57739
O14920	P38646
Q15714	Q9Y241
P26038	Q13464
P01106	Q5QJE6
O75794	Q96KM6
406906	Q16819
P19174	Q08209
O60341	Q96BD5
P18754	Q6FI13
Q8NEM0	Q9NTJ3
Q9BQ66	Q9P2Z0
P38936	Q96CS2
P06400	Q96GM5
Q15834	Q86SE5
O15264	Q99683
Q14571	Q9NSB8
P32121	Q8NGR3
P62136	Q9ULJ8
O60285	P06702
O15530	Q9Y2R2
O95816	Q13077
P01106	Q13126
P42768	Q9Y5X1
O75899	P04899
O60262	P05129
P30291	Q04917
P08238	P31751
O95343	Q13330
P62826	Q09161
P84996	Q9UBY5
P36957	P68371
P07196	Q12988
O15350	Q96A56
O15264	P98177
Q99816	Q9UKU7
O14503	P27540
Q15369	Q8TEY7
Q86UD3	Q96LR5
Q92552	Q9UL18
P08047	P14921
P25445	P55210
Q99700	Q9P1U0
O43464	Q93009
P12931	Q9H204
P13501	P32302
Q16659	Q7Z7A1
Q12962	Q86TJ2
O15530	P01857
O94805	P06400
O14610	Q15759
Q70Z53	Q96DF8
P01106	Q15172
P13612	Q9Y4G6
P60484	Q01201
P05362	P31785
Q16630	Q9NXP7
P30519	Q5UIP0
O95182	P03923
P10301	Q13009
O75347	P04222
P35626	Q8NGP3
Q7L804	Q86YS3
P01106	Q9UIQ6
P18146	Q6H8Q1
P08754	P48544
Q13485	Q8TAI7
O00506	Q08379
P00505	Q6I9Y2
Q15714	Q7Z699
Q5VST9	Q8WZ42
Q04724	Q99547
O75051	Q00535
P30084	Q15399
O60880	P31994
P63208	Q969H0
P09012	Q9BQ61
P55957	P99999
O00483	Q9UI09
P30556	P50148
P14635	Q96PU8
P01106	Q14129
Q93098	Q9Y5W5
O15371	P30480
Q03135	Q9Y4K3
P49815	P67775
O76013	Q9NX58
P54105	P62310
Q9H0D6	Q9Y262
O15525	P05412
O60503	Q9HAV0
P07384	P10415
P40933	Q9HC73
P10301	Q15052
P0C7N5	P35626
P51178	Q14974
P48039	Q9UBI6
O14920	P09874
Q03112	Q13315
P22455	P27986
A4D0S4	P17301
P01889	P18754
P29992	Q9NS75
O95059	Q9UGP4
Q96GM5	Q9P2D1
P0CG48	Q9UHC7
P42702	Q9ULV8
P48039	P49286
Q05397	Q14031
P18075	Q13253
P01889	P10768
P00533	P58107
O14508	Q8IU57
P62256	Q8WVZ7
P30876	P53803
P18146	Q9Y3N9
Q13573	Q15393
P02776	P08567
O15169	P25054
P10914	P15260
P30679	Q00722
P56537	Q9UKK9
O43684	Q99459
Q15654	Q9P2R6
O95249	P54920
P42336	Q9NSB8
O95997	Q9UM13
P45983	P61812
P04626	Q92529
406984	P23468
O43921	P21709
Q9HCS4	Q9Y265
P15622	P36406
Q14562	Q8IWX8
P16220	Q13555
P98082	Q15796
P17302	Q13237
O00574	Q9UBD3
P25025	Q9H2A7
P60510	Q6NUP7
Q92730	Q9UIW2
Q8TCG1	Q9HBA0
P38405	Q96R47
P62888	Q02543
Q6WCQ1	Q99832
O00459	P10828
P16871	P30048
P63104	Q01082
O43491	Q13813
P01116	Q7Z569
P82914	Q9UL18
O43493	P55157
P24941	Q8WWL7
O95400	P14678
P21333	Q9Y6K5
P26441	P40189
Q9NRF8	Q9NZD8
O95990	P08727
P19876	P32246
P18146	Q05952
P20618	P53350
O15467	P51684
P04637	Q14974
P49023	Q05397
P16471	P35568
P13807	Q9Y478
P56945	Q13349
P01730	P01909
P62081	P63104
O60684	Q9Y6F8
P46778	P62424
P01242	P40189
P04629	Q9Y6I3
P16949	P46527
O75396	Q13190
O75821	Q14164
O60496	P06239
P04745	P21246
Q9Y230	Q9Y4K3
P17612	Q8IZS8
P17612	Q12791
O15524	Q92830
P30291	Q58FF6
O15551	Q07157
P01589	P29460
P28482	P30556
P05161	P14316
P10398	P36507
P18077	Q13233
P04049	P42338
Q04206	Q07325
P22455	P31371
O95402	Q93074
P19838	Q99558
O00329	P01589
Q6PD62	Q9GZS3
O00255	Q9BXW9
Q68CZ6	Q9H6D7
Q8NFM7	Q96F46
494324	O15530
P51681	Q9NRJ3
P08631	P21860
Q13523	Q9H1D9
O14686	Q03164
Q7Z406	Q9P2M7
O00755	Q9UP38
P00747	P00749
O75581	Q9UBU2
Q13976	Q9UN42
P27361	P63000
P53350	Q9H0H5
P36873	P42261
P13637	P35240
P61978	Q13242
P18031	P31749
Q01201	Q13309
P19438	Q9H6S1
P01889	P25788
O75398	Q9H1I8
P26358	Q9NPF5
P15104	Q86Z02
P46937	Q9Y2T4
O00501	O75508
O96013	P63000
P60660	Q32MK0
P09601	Q16665
O95295	Q9UL45
Q5SRE5	Q8N1F7
Q9BWF2	Q9H2G2
Q99816	Q9BUJ2
P36507	Q13233
Q9UI26	Q9Y5J5
Q96B33	Q9UDY2
Q13315	Q6ZUT1
P08069	P35568
P05106	Q9Y4G6
O75800	Q9Y3Q8
P38405	Q8NGE1
Q99962	Q9ULV8
O60674	P51692
P08247	Q8IUQ4
P29320	P52798
P16471	Q9ULV8
P18848	Q92793
P17301	P55268
P01106	Q9BWT1
P30154	Q9Y698
P07949	P22681
P13631	P45984
P51148	Q9H223
O95471	Q96B33
P0CAP2	Q9NZD4
O15162	Q9H1Q7
P14672	P54646
P40818	P63104
P14784	Q9HBE4
Q03001	Q9UHX1
O15264	P12036
Q96RT8	Q9BQE3
Q14684	Q96BK5
P20333	Q9UHD2
P06241	P13671
P00533	Q9P104
P27694	P54132
Q15797	Q9NYG2
P09874	Q92547
P36873	Q92736
Q13153	Q15172
P32121	Q8WTQ7
P23508	Q14566
P19838	Q14790
P05997	P16070
O95757	P01889
Q96GM5	Q99459
P15336	Q8IUQ4
Q00839	Q13573
P28482	Q14790
P04792	P99999
O15116	Q14684
P00338	Q96LR5
P26038	P30504
P26358	P62979
P51948	Q92759
P56537	Q8TEY7
P06748	P62805
P01242	Q5VWK5
P50402	Q15417
O15111	P04637
P01570	Q13261
P26368	P78362
P10301	Q13671
P11831	Q13642
P54727	Q92466
P62714	Q04206
Q13535	Q9H3H1
Q13573	Q9H4B7
Q99613	Q9UBQ5
Q13535	Q92793
P30414	Q16539
Q6ZRQ5	Q969H0
O00141	P26640
P67870	Q9NQZ8
P51686	Q15835
P54619	P98177
P04183	Q9BT40
Q14197	Q9UDR5
P07900	Q9H9G7
Q92569	Q9Y259
P29034	Q02790
P06213	Q9ULV8
O75400	Q8TBK6
P10275	Q9H422
P08134	Q92608
P26599	P57721
P34932	Q16659
P63261	Q07889
P50570	Q12965
P0C5Z0	Q969S8
P01106	P26651
P13805	Q13136
P05107	P20701
P62837	Q86UD3
P04637	P42345
P47898	P50151
P54253	Q8IWR1
P35658	P49790
P23284	Q9UET6
P41271	Q9UMX0
O15162	Q00587
Q08211	Q13151
O95600	P08047
Q99459	Q9HCD6
O14920	P31946
O15444	P49682
P63104	P78527
Q15714	Q9H223
Q96BY9	Q9H4K1
Q08334	Q9UBD9
P35244	P49736
P25963	Q96EY1
P48736	P61224
P01106	Q15029
O00329	P06239
P05231	P24394
Q9GZT6	Q9H0Q3
Q7Z5J4	Q96BS2
P07437	P45973
O43570	Q9H079
P00738	P02768
P60604	Q96BQ3
Q13363	Q15291
O15105	Q96PU5
O96005	Q9H1C4
