#node1	node2
P40938	Q13315
Q99942	Q9Y613
P10275	P34932
Q96SL4	Q9NRR5
O14733	Q96RU7
O95298	Q86Y39
O15264	P11940
P42345	Q96B36
P39656	Q8TCJ2
O95467	P0C869
P61956	Q03405
O94989	P54764
P46459	P47870
P0C869	P19086
P54132	Q9BX63
P01375	P61289
Q99759	Q9UNE7
P63104	Q8WWI1
P40763	P48357
P01889	P43307
Q8N806	Q9NZ01
P32881	P48551
O60264	Q92769
P23528	P63261
P25116	P49407
Q02156	Q9H492
P24941	Q13616
P08754	Q9H228
P14672	P61006
P60033	Q99684
P08034	Q16625
P18074	P43351
P55210	P80303
P22455	Q6S5L8
P51532	Q8NFD5
Q12873	Q9BTC8
P41227	Q9H8T0
Q9BZI7	Q9H4D5
O95622	P50151
Q15555	Q8TDR0
P28566	P63218
P54886	Q14197
O96020	P06400
Q92633	Q9UBI6
Q96JH8	Q99732
P04629	Q13191
P40225	P78552
P25490	Q9ULG1
O15105	Q15797
P00748	P07359
P17535	Q16520
P08514	P35442
O95747	Q13315
Q9UKV8	Q9Y230
Q92734	Q9UKR5
P43307	Q9HAW0
Q15047	Q15486
P61077	Q9P0P0
P19784	P67870
Q13242	Q15428
P05305	Q7L5N1
P11532	Q13535
Q8IU54	Q92985
P25788	P62306
P15407	P22415
O00214	P06756
Q00597	Q9H5J4
P17676	P61978
P51668	Q6PCD5
O43504	Q05516
O75190	Q9Y5J5
P62249	P62854
O60566	Q12834
P62277	Q04206
O00267	P22415
O96019	Q969G3
P09919	P32927
O43318	Q13557
P61978	Q93062
P19525	Q00597
P11171	P61019
O60551	P04183
P24863	Q9UHV7
9757	P55157
P17693	P43629
O75534	P27986
P26006	Q14192
Q14832	Q9UK08
P22455	Q9HCT0
P10275	P10606
P24928	P50613
P49137	Q15759
P28062	Q03518
Q13936	Q9Y5P8
P08047	P16333
P63000	Q9UN19
Q13237	Q9UN42
P08134	Q5JSL3
Q8NHM5	Q9BSM1
O60262	P63096
P12931	Q07889
O15264	P13639
Q12769	Q9Y3B2
P09619	Q05209
Q13535	Q9NPJ6
P19387	P24928
O60739	Q9UET6
O95782	P62316
O15067	Q14164
P61353	P62891
Q15287	Q9UHI6
Q13363	Q92831
Q08462	Q8WZA2
Q8TDY2	Q9Y3A3
P16070	P18146
P26599	P52597
O95500	P56750
P05198	Q9NR50
P04156	P08047
P35626	Q8NGG8
Q96GD4	Q9UM11
P35609	Q8WWI1
O95157	P62993
O95208	P21802
P60568	Q08334
P27986	Q13905
P36873	Q8TEY5
P15498	P78314
P05155	P16109
P68104	Q5VVJ2
P55789	Q13098
Q14680	Q9BZR8
P47712	P63261
P08514	P13942
Q15714	Q9NRP0
O15069	P42677
O43809	Q9NV58
P62873	Q16539
P10275	P11387
P62714	Q02641
Q15172	Q9Y243
P32246	P48061
P30504	Q15008
O00562	Q13315
Q15750	Q16560
P07437	Q00653
O96014	Q9ULV1
A4D0S4	P06756
P07910	P51991
P40763	P51692
P62745	Q13153
O75398	Q16543
O95985	Q8IYD8
P29401	P30480
O00587	Q04721
P11274	Q92529
Q14643	Q86YM7
P22694	Q14571
Q05655	Q4KWH8
Q07889	Q13683
O60292	P31947
Q16644	Q7L5N1
Q12933	Q96GX9
P17252	Q99941
Q01094	Q8N726
P42568	P51681
Q13158	Q8N488
O75197	Q93097
406881	P01116
P10827	P24468
P04637	Q9H3D4
P53779	Q9BY84
Q16891	Q9H169
O15131	P62306
P46019	Q9H7J1
P19838	Q9BZ23
P31947	P46527
O95639	Q6UN15
P01574	Q00403
P07900	Q00653
P16220	Q7Z5R6
Q06945	Q9NQB0
P17676	Q9NR97
Q06124	Q16695
P30480	P62750
P45985	Q14315
O14807	Q86YV0
P16499	P18545
Q7Z5H3	Q96L33
P84022	Q9UEE9
406953	P38936
Q7Z4Q2	Q9Y2Q3
Q16665	Q9ULV8
343477	Q9BRP4
O94829	P47813
P05129	P16220
P42702	P48736
P24522	Q68CP9
P78337	Q92985
O94817	Q14152
P09651	P51991
Q99708	Q9NY61
P00533	P07947
O14920	Q04759
P61952	Q92633
P19883	P55103
O15111	Q9Y6K9
P08246	Q01196
P49711	P67809
O60232	Q96NW7
P54257	Q08752
P49407	P51677
P42226	Q9Y6Q9
Q13976	Q9Y691
P08670	P55211
P09884	Q92547
Q9H8E8	Q9NRF9
O60244	Q86YW9
P46777	P50914
P35326	Q9P2S5
Q70Z53	Q9UHR5
P32927	Q07812
P08476	P27037
P30518	P63092
Q7RTX8	Q96JB5
O60684	Q16594
P39023	P62913
P55735	Q9NYJ8
Q13573	Q9HCS7
P62837	Q96EQ8
Q96BA8	Q9UQM7
P63151	Q16539
P18887	P68400
P24385	Q9UJU2
P98175	Q9H9G7
P04899	Q9Y272
P63104	Q07890
Q13535	Q92793
P16871	Q04206
P07996	P16671
O14874	Q9H9S4
P12318	P29353
O75044	P61981
B2RD01	P40425
P56703	Q9H237
O60674	P42702
P24844	P35579
P17813	P18075
O15379	P50402
P15391	Q07889
Q9BVA1	Q9NY65
P03372	P53041
P31946	Q8N122
406884	P30304
P04626	Q6S5L8
Q5T2W1	Q8WTV0
Q149N8	Q93052
P17252	P62873
P01871	Q99962
Q15287	Q9BXP5
P62258	Q96E39
P63167	Q9UBX3
P19174	P51398
P05771	Q00722
Q9H1Y0	Q9UMQ6
P28749	P84022
Q8TEW0	Q92692
P16989	Q13573
Q8IYD8	Q8WXE1
P02776	P51684
P47992	P51679
P23258	Q6NZ67
P12109	Q9HCN6
Q15843	Q16531
P08865	P39019
O15198	Q13310
Q13315	Q9P0P0
P33981	Q13233
Q13573	Q9NTK5
P26441	Q01113
P01106	P15531
P78396	Q12834
P07339	P51149
O75448	Q86YW9
O60244	P62993
P63261	Q6VMQ6
O95267	P01112
P31260	Q92769
O60244	Q13535
Q5UIP0	Q9NY59
Q8N2Z9	Q9HB96
Q9BV47	Q9UBB4
P55160	Q96F07
Q9H173	Q9UET6
406982	P40763
P01889	P43631
P14373	Q5VTD9
O95400	P35637
Q8WUI4	Q99877
P52735	Q92564
Q10586	Q9UKL0
Q13573	Q7Z7E8
P02511	P07315
P10275	P13056
P05412	Q92793
Q02040	Q9Y2I6
Q13887	Q92793
O75970	Q9NSI5
P22455	P42338
P17028	Q5T3J3
P54253	Q12772
407024	P27986
Q9HCS4	Q9P1Z2
P01133	P10721
P40937	Q13573
Q13573	Q15233
P14672	Q15907
P55957	Q16548
O15303	P09471
O43353	P22061
O96020	P62877
P04626	Q92625
P23443	P60953
406959	Q12778
P09038	P29317
O15264	P62263
P08581	P49767
O14561	P03897
Q14789	Q9HCU9
O43765	P0CG04
P35638	Q07890
P53992	Q5JRA6
P08962	P12931
P16220	Q00534
P61513	P62917
P06753	P08575
Q07890	Q15283
P49336	Q92830
P01591	P17947
P30154	Q96Q15
P00441	Q07021
P45983	P57086
P19883	Q02156
P49792	P63279
O14640	P21579
P12931	Q12778
P53350	Q9UKA1
Q9NZN5	Q9ULL4
O95837	P21452
P51668	Q8TDN6
P22612	Q13224
O00214	P02790
P09471	P51817
P00533	Q9UQM7
P05783	Q9H0H5
P35222	P68400
Q92993	Q9H0E9
Q92878	Q99708
P18621	Q92901
P01889	P16949
P01112	Q13233
Q15428	Q9H307
Q08117	Q9Y3C7
O75581	Q9UBT3
P58753	Q9Y2C9
P05386	P62910
P08631	Q9ULH1
P62753	Q15843
O96019	Q96GM5
P46109	Q92608
Q01101	Q92796
P84098	Q02878
Q08462	Q16566
O43707	P29474
Q07889	Q13972
P14621	P49716
P29992	Q3MJ16
P20774	P22415
P42226	P49715
Q8WWB3	Q9UJV3
P0CG48	P53355
P30305	Q14192
O15514	P19388
P98170	Q13489
P00750	P07355
P05067	P98160
P30511	P43632
P62310	Q9UK45
P02775	Q92879
O14512	P52630
O75925	Q14765
P17252	Q9ULK5
P01106	Q99720
P30154	Q01668
O15264	P05387
P42704	P60709
P39019	P62266
P12004	Q9UNA4
P21709	P52803
P62993	Q96RT1
O95298	P03905
P11171	P84022
P0CG48	Q8N488
O94817	Q16543
O00401	P61160
Q07889	Q8IZD9
P05015	Q01113
P08700	P31785
P07942	P11047
O60262	Q13368
O00626	P19838
P22681	P43403
P12004	Q9BXW9
P08579	Q8IWZ8
406919	P09603
P19438	Q9UM54
P62306	Q9UHX1
P98175	Q92917
P16220	Q03060
P04899	Q86YR5
P47756	Q9Y572
P55957	Q99459
P06756	P08123
Q99816	Q9Y5K6
P46108	P51813
P53350	Q4G163
O15117	P42768
O43320	P11362
O75410	Q8NHU6
P53779	P63211
P51681	Q15583
P62136	Q15435
P0C5Y9	Q93079
P05412	P35228
O95169	Q9UI09
P55145	Q14164
Q13315	Q8NCP5
P08588	Q96AW1
P19388	P62487
Q6FI13	Q99879
O00483	Q15714
P30304	Q9Y297
O60739	P60660
P51817	P62834
Q96A32	Q9H1R3
O75400	Q8N8D1
O43521	P63167
Q7Z6G3	Q9P2K3
P27348	P42345
Q13387	Q96JG8
Q15287	Q15428
P18074	Q13501
P51617	Q8N5C8
406949	O95980
P62910	Q02543
P19174	Q07889
Q12873	Q92769
P06239	P10721
P62837	Q86Y13
O75369	Q13233
O43809	Q9UJW3
Q13185	Q13535
O95793	Q96C10
P53355	Q15139
P22694	Q07869
P49720	P60900
P02652	P55058
P45983	Q12933
P52597	Q08211
Q15369	Q96L50
O43586	Q9UJM3
Q15038	Q9H0E2
P35626	Q8NGL4
Q96GD4	Q9NR09
P49841	Q9Y483
O14654	P27986
Q16637	Q9Y333
Q9H7E9	Q9Y605
P60953	Q9BYG5
P01344	P48745
P40429	P83881
P32121	Q96RA2
Q13509	Q96NA2
P04629	P42566
P07355	P40337
Q14653	Q92887
P42336	P42345
P10644	Q15796
P23921	P30480
P29074	P51681
P15735	Q6ZSY5
P49427	Q9P0S9
P27986	P62993
O15530	P27986
P17612	Q9UK08
P01111	P53779
Q9BRJ6	Q9NX58
P29460	Q04864
P35225	Q9HC73
Q96E40	Q9GZR7
Q13332	Q16849
P33176	Q9Y6K9
P48556	Q99460
O75925	P84022
P02656	P41235
O15145	Q16659
P08107	P85299
P21802	Q00987
P61289	Q16401
P10914	P41217
P49792	Q4LE39
O95471	Q8N7P3
Q00653	Q13200
O14715	P55854
Q14203	Q15436
Q92730	Q9P107
P32745	Q9HD26
P36776	Q14197
P12004	Q15233
Q16619	Q99650
P22455	P48736
P11021	Q9Y6X8
P05121	P84022
P53779	Q01538
P38936	Q02978
P38484	Q9P0W0
Q15287	Q8IX12
O15047	Q6DN03
P10276	Q9BV79
O94776	Q9UBB5
P61254	Q15843
Q8NFH5	Q8TEM1
P29400	Q05397
P01011	P08311
Q5JWF2	Q7RTX0
P26951	P62993
P49642	Q14181
P52735	P58107
P04278	Q96G75
P27635	Q99558
P49901	Q9BQ66
P48736	Q05513
P01116	Q16204
P29350	Q6PI73
P32927	Q86WN2
P40145	Q5JWF2
Q13362	Q5FBB7
P62258	Q12905
P84095	Q14185
P17600	Q13315
P20671	Q8N257
P51531	Q96GM5
P46060	P61956
O00273	Q16611
Q96N67	Q9H4E5
P52198	Q96N67
Q06710	Q92911
P02458	Q96JB6
P07942	P24043
P01112	Q9NZL6
P42685	Q8IZP0
P00519	Q03468
O95400	P38159
Q06455	Q9Y2W2
P45985	Q96RU8
Q01196	Q16659
Q13535	Q15596
Q96P20	Q9UNN5
P22455	Q96PU5
O95433	Q8NI27
O75928	Q9UHL9
P38398	Q13547
P53778	Q16690
P16220	Q53ET0
P57739	Q9BQ66
O43292	Q9NZ81
P0CG47	P29353
Q13616	Q5XUX0
P08670	Q13469
P52564	P80192
P13631	Q92819
P45974	Q9Y478
Q07890	Q15628
P0C5Z0	Q9BY41
Q99747	Q9UNK0
O00487	P23508
P20073	Q05516
Q15796	Q9NQ69
Q86YT6	Q9Y2X8
P05771	P19438
Q08334	Q13651
P49454	Q9UM73
P60709	Q02045
Q96LL4	Q99750
O14641	O14978
O95622	P62873
O00165	P19438
P68400	Q9Y5Z7
O95622	P22612
P06733	P16871
Q15287	Q86V81
O94817	Q99750
Q8IY31	Q9UPT5
P01112	P30305
O60603	P29350
P01106	Q9NPB8
P62987	Q05195
P35544	P62273
Q05397	Q13972
Q06330	Q9UK32
Q14765	Q8WXH5
P27986	P42684
P18206	Q14157
P08047	P10275
P23497	P46100
Q14164	Q9NUQ9
P51587	Q7Z589
P49591	Q13315
Q96HR3	Q9BWU1
P10301	Q8WZA2
O15055	P63208
O15524	P52630
O75367	Q8N257
P17948	P27540
P23434	Q13287
P30450	Q99706
P05129	P61952
O15234	Q9Y5S9
P04183	Q9BZE1
P62424	P62987
O14775	P42336
P10276	P62195
O15105	Q13485
O00463	Q9Y6K9
P98177	Q9Y478
P55345	Q92731
P41182	Q9P2L0
Q6P2Q9	Q9BUQ8
P30153	Q14BN4
P52597	Q13315
Q14674	Q9UQE7
O60602	Q9NWZ3
P51003	Q13243
O43502	Q8IZS8
P11166	Q13315
P28702	Q93074
P42566	P46108
P54252	P54725
P32455	P52630
P25445	Q99759
P18146	P36776
P49023	Q9ULH1
Q13232	Q9Y5J5
Q13315	Q9UFC0
P01566	Q8N6P7
Q13315	Q8NHG8
Q99558	Q9Y4K3
Q10570	Q9C0J8
P62805	Q6IE81
P62955	Q9Y5P8
P22694	Q32MK0
O75581	P41221
P45983	P62714
O14544	Q969J5
O14593	Q9GZN1
P51991	Q16629
P25025	P42830
P38159	Q12986
P02768	Q08174
Q6DN03	Q9Y5B9
P55735	Q15437
P12931	Q99704
P23381	P40926
Q13501	Q15038
Q13315	Q9UHL9
O75971	Q16520
P06400	P62140
O94868	P35790
P11474	Q92786
P14921	P17542
Q13547	Q9H160
P14174	Q9Y4K3
P31749	Q14397
O00231	P62195
O75494	Q13595
P08620	P17948
P62873	Q99759
O75051	P06241
P48507	Q16236
P13533	P61586
P01024	P15529
P30305	P62258
P17252	P30154
O94813	Q9Y6N7
P30085	Q9H1Y0
P63010	Q9Y6Q5
P62495	Q96Q15
P68431	Q6UXN9
Q12905	Q13573
P12931	Q8WX93
P08069	Q9H4M9
Q12931	Q99459
Q15750	Q9H9G7
P38432	Q8TAP6
P28749	P78549
P01241	Q13347
P26368	Q9BWF3
Q93009	Q96EY1
P06241	P06493
P42229	Q00978
P18084	Q16787
O43918	Q8IZL8
Q13418	Q16560
P14780	P17535
Q15750	Q86SQ4
P56747	Q8N6F1
P35916	P48736
Q9NQT4	Q9UQ80
P03950	P51864
Q04206	Q9Y5S8
Q92994	Q9H1D9
P08123	P14780
P49736	Q08945
Q66LE6	Q9UF02
P01023	Q8IXA5
P32745	Q5TCQ9
A1YPR0	Q99459
P01889	Q15813
P45985	Q05655
P62736	Q07157
P21554	P63218
Q13535	Q9P0K8
Q13233	Q86Y01
Q08170	Q96SB4
Q16082	Q9Y5V3
P27635	P32969
P21709	P52798
P30304	Q8NG66
P16333	Q9Y5Y3
P22681	Q13191
P01019	Q9ULA0
Q01449	Q15746
O00763	Q9Y478
O43395	Q8N5F7
Q99700	Q9P1U0
P13805	Q12873
Q5VVJ2	Q92831
P19105	P19838
O15530	Q15796
P06400	Q9Y6B2
O43242	P62195
P04141	Q08334
O15287	Q9UBZ9
P01889	P28072
P67870	Q9UBL6
P61073	Q02447
Q6P1J9	Q92541
P50914	P62917
P54253	Q86UW1
P30304	P32243
P62750	P62891
O95206	Q9Y297
O95405	P08100
P16298	P62993
P19838	P38398
P01148	P30968
P28482	P30154
P55769	Q96DI7
Q5JTH9	Q96CW1
P82279	Q9UNM6
P05549	Q99967
O43678	Q9Y328
P40227	Q8NEV4
P16499	P63211
P10721	Q9Y371
P68366	Q13409
P61201	Q02556
P46108	P49916
P59768	Q8TCU6
Q13619	Q9Y2Q3
P51784	Q15831
P43250	P49682
P62993	Q15651
P06396	P42574
P63261	Q8TDR0
P23508	P48556
P18075	Q16671
P30153	Q08289
Q13315	Q5XUX0
Q9NR97	Q9NYK1
P20333	P43003
P22694	Q93100
P04626	Q13671
P30480	Q15365
O76015	P61981
P11473	P48443
P20340	Q14203
P10147	P51679
O94906	Q9UQ35
P06576	Q9HAU4
Q969J5	Q9HBE4
Q9BRR9	Q9H4E5
P01106	Q9UDR5
O60603	Q86XR7
Q7L590	Q9BRT9
P07900	P27540
Q8IZH2	Q9H583
P16403	Q04206
P15104	P49703
P43403	Q13094
O75688	P05109
P10301	Q13393
P08575	P41240
P08246	P14780
P31994	Q92835
P43489	Q13077
P11464	P18146
P62191	Q9H1Y0
P09651	P46778
O15270	P41182
P00519	P18031
Q99447	Q9H324
O95622	P59768
O60503	O95398
P16278	Q99519
O60840	P63218
P16499	Q13956
Q8IYF1	Q8NHQ1
P58876	Q13547
P18621	P62987
P09471	P35498
Q13972	Q9NZT1
P49815	Q9P0N9
O15162	Q14774
P05129	Q68CJ9
O14746	Q99814
O14733	O75914
P32121	Q9UGF7
P05091	P10809
Q14344	Q99500
Q08334	Q9NYY1
P08754	Q13936
O95751	Q9UGP5
Q8N474	Q9Y6F9
Q13191	Q6WCQ1
P01567	Q01344
P17947	P21359
A8MTJ3	Q8TE23
P62140	Q7Z3S7
P18146	P22304
Q14204	Q9Y5J5
P25788	P54259
O00311	P33993
O14807	P21359
P00519	Q9HCQ7
Q07889	Q52LW3
P51522	Q13153
O00231	P17980
O60674	P01563
O43586	P62910
P0C1H6	Q93077
P35354	Q04206
P56747	P57739
Q15418	Q92934
P31943	Q15366
Q9P2I0	Q9UKF6
P01106	Q86Y56
O60675	P53567
Q8IY92	Q9UKX7
O15371	P23508
Q99689	Q9H7E9
P32302	Q16663
P05386	Q02878
P01106	P16989
P07900	Q02790
P35869	Q9Y618
O95251	Q9UNL4
O75127	Q14197
P01137	P04004
Q15648	Q9NPJ6
Q53HC5	Q9UKV3
O00471	Q6ZT12
P31749	P62140
